2025-07-30 11:53:39,435 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 15:39:36,104 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:36,105 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:36,754 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:36,755 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:37,419 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:37,420 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:38,103 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:38,104 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:39,051 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:39,051 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:40,641 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:40,642 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:41,483 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:41,484 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:42,947 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:42,948 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:43,896 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:43,896 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:44,433 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:44,433 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:45,111 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:45,112 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:46,027 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:46,028 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:47,083 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:47,084 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:47,466 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:47,467 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:47,657 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:47,658 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:47,868 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:47,869 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:48,139 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:48,141 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:48,368 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:48,370 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:48,594 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:48,597 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:48,803 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:48,804 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:49,106 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:49,108 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:49,382 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:49,385 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:49,607 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:49,610 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:49,835 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:49,838 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:52,746 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:52,748 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:52,928 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:52,931 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:53,352 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:53,354 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:53,641 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:53,642 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:53,914 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:53,917 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:54,140 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:54,140 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:54,467 | main.views.pnl_ctrl | DEBUG | RX: 'P01:1'
2025-07-31 15:39:54,468 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 15:39:55,199 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:55,202 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:55,848 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:55,851 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:56,269 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:56,270 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:56,572 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:56,574 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:56,835 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:56,837 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:57,078 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:57,079 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:57,320 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:57,322 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:57,560 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:57,561 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:39:57,790 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:39:57,792 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:40:05,703 | main.views.pnl_ctrl | INFO | Programa detenido a las 15:40:05
2025-07-31 15:40:07,180 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:40:07
2025-07-31 15:40:07,180 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:42:17,131 | main.views.pnl_ctrl | INFO | Programa detenido a las 15:42:17
2025-07-31 15:42:18,361 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:42:18
2025-07-31 15:42:18,361 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:42:18,863 | main.views.pnl_ctrl | DEBUG | RX: 'L01:0,L02:1'
2025-07-31 15:42:18,863 | main.views.pnl_ctrl | DEBUG | RX: 'OK:LED-STATUS'
2025-07-31 15:42:18,863 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,864 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,864 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,864 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,864 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,865 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,865 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,865 | main.views.pnl_ctrl | DEBUG | RX: 'P02:1'
2025-07-31 15:42:18,866 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:1']
2025-07-31 15:42:18,866 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 15:42:18,866 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,868 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,868 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,869 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,871 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,872 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,873 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:42:18,875 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 15:45:52,388 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 15:45:52,491 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 15:45:52,510 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 15:45:55,027 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:45:55,028 | MainWindow | ERROR | [15:45:55] Permisos denegados - puerto ocupado
2025-07-31 15:45:56,795 | MainWindow | ERROR | Failed to open COM54: Acceso denegado.
2025-07-31 15:46:00,438 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:46:00,446 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 15:46:01,536 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:46:01
2025-07-31 15:46:01,537 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:46:17,618 | main.views.pnl_ctrl | INFO | Programa detenido a las 15:46:17
2025-07-31 15:46:20,518 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:46:20
2025-07-31 15:46:20,519 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:46:21,019 | main.views.pnl_ctrl | DEBUG | RX: 'L01:0,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 15:53:09,240 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 15:53:09,344 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 15:53:09,364 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 15:53:11,875 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:53:11,876 | MainWindow | ERROR | [15:53:11] Permisos denegados - puerto ocupado
2025-07-31 15:53:13,196 | MainWindow | ERROR | Failed to open COM54: Acceso denegado.
2025-07-31 15:53:16,937 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:53:16,948 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 15:53:17,919 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:53:17
2025-07-31 15:53:17,920 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:53:27,723 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 15:53:27,728 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 15:53:27,730 | main.views.pnl_ctrl | INFO | Programa detenido a las 15:53:27
2025-07-31 15:53:31,079 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:53:31,080 | MainWindow | ERROR | [15:53:31] Permisos denegados - puerto ocupado
2025-07-31 15:53:32,368 | MainWindow | ERROR | Failed to open COM54: Acceso denegado.
2025-07-31 15:53:35,769 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 15:53:35,775 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 15:53:36,920 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:53:36
2025-07-31 15:53:36,921 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:53:37,454 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 15:53:37,462 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:1']
2025-07-31 15:53:37,463 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 15:53:47,302 | main.views.pnl_ctrl | INFO | Programa detenido a las 15:53:47
2025-07-31 15:53:49,329 | main.views.pnl_ctrl | INFO | Programa iniciado a las 15:53:49
2025-07-31 15:53:49,330 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 15:53:49,861 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 15:53:49,864 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:1']
2025-07-31 15:53:49,865 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 16:01:43,779 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 16:01:43,898 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 16:01:43,919 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 16:01:46,427 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:01:46,429 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 16:01:47,948 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:01:47
2025-07-31 16:01:47,948 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:01:48,471 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'E (312) usb_serial_jtag: usb_serial_jtag_write_bytes(269): The dL01:0,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 16:01:48,475 | main.views.pnl_ctrl | DEBUG | cmd blok: ['E (312) usb_serial_jtag: usb_serial_jtag_write_bytes(269): The dL01:0', 'L02:0']
2025-07-31 16:01:48,475 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 16:02:33,681 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 16:02:33,683 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 16:02:33,685 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:02:33
2025-07-31 16:02:39,214 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:02:39,227 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 16:02:39,250 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'ESP-ROM:esp32s3-20210327\r\n'
2025-07-31 16:02:39,254 | main.views.pnl_ctrl | DEBUG | cmd blok: ['ESP-ROM:esp32s3-20210327']
2025-07-31 16:02:40,904 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:02:40
2025-07-31 16:02:40,904 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:02:41,436 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 16:02:41,440 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:0']
2025-07-31 16:02:41,441 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 16:03:04,761 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:03:04
2025-07-31 16:03:06,426 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:03:06
2025-07-31 16:03:06,426 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:03:06,959 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 16:03:06,964 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:0']
2025-07-31 16:03:06,965 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs
2025-07-31 16:05:22,042 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 16:05:22,158 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 16:05:22,179 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 16:05:26,222 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:05:26,225 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 16:05:27,718 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:05:27
2025-07-31 16:05:27,718 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:05:28,224 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'e automatic switching of GPIO sleep configuration\r\nL01:0,L02:0\r\nOK:LED-STATUS,'
2025-07-31 16:05:28,259 | main.views.pnl_ctrl | DEBUG | cmd blok: ['e automatic switching of GPIO sleep configuration']
2025-07-31 16:05:28,259 | main.views.pnl_ctrl | WARNING | Format invalid cmd: e automatic switching of GPIO sleep configuration
2025-07-31 16:05:28,259 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:0']
2025-07-31 16:05:45,547 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:05:45
2025-07-31 16:05:46,866 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:05:46
2025-07-31 16:05:46,866 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:06:02,907 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:06:02
2025-07-31 16:06:04,167 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:06:04
2025-07-31 16:06:04,167 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:06:23,133 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 16:06:23,136 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 16:06:23,138 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:06:23
2025-07-31 16:06:26,868 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:06:26,878 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 16:06:26,899 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'ESP-ROM:esp32s3-20210327\r\n'
2025-07-31 16:06:26,903 | main.views.pnl_ctrl | DEBUG | cmd blok: ['ESP-ROM:esp32s3-20210327']
2025-07-31 16:06:28,109 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:06:28
2025-07-31 16:06:28,110 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:06:28,645 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:0\r\nOK:LED-STATUS,'
2025-07-31 16:06:28,653 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:0']
2025-07-31 16:07:49,240 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L02:1\r\nOK:LED2:ON,'
2025-07-31 16:07:49,243 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L02:1']
2025-07-31 16:08:05,307 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:08:05
2025-07-31 16:08:07,502 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:08:07
2025-07-31 16:08:07,503 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:08:08,046 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:1\r\nOK:LED-STATUS,'
2025-07-31 16:08:08,054 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:1']
2025-07-31 16:08:21,133 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:21,145 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:23,587 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:23,590 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:25,747 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:25,758 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:26,804 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:26,812 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:27,982 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:27,986 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:28,849 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:28,853 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:29,569 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:29,577 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:30,214 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:30,217 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:30,665 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:30,668 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:08:39,645 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P01:1\r\n'
2025-07-31 16:08:39,652 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 16:08:40,302 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P01:1\r\n'
2025-07-31 16:08:40,307 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 16:08:40,994 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P01:1\r\n'
2025-07-31 16:08:40,996 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 16:08:41,441 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P01:1\r\n'
2025-07-31 16:08:41,453 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P01:1']
2025-07-31 16:08:42,839 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:08:42,845 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:42:56,766 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:42:56,770 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:42:58,440 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:42:58,445 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:00,589 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:00,593 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:02,157 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:02,161 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:03,641 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:03,644 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:04,619 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:04,624 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:05,168 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:05,172 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:05,449 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:05,454 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:05,699 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:05,705 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:05,932 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:05,936 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:06,168 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:43:06,172 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:43:42,619 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:43:42
2025-07-31 16:43:44,579 | main.views.pnl_ctrl | INFO | Programa iniciado a las 16:43:44
2025-07-31 16:43:44,580 | main.views.pnl_ctrl | DEBUG | TX: LED-STATUS -> 500
2025-07-31 16:43:45,104 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'L01:0,L02:1\r\nOK:LED-STATUS,'
2025-07-31 16:43:45,110 | main.views.pnl_ctrl | DEBUG | cmd blok: ['L01:0', 'L02:1']
2025-07-31 16:43:49,920 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 16:43:49,928 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 16:43:49,930 | main.views.pnl_ctrl | INFO | Programa detenido a las 16:43:49
2025-07-31 16:43:59,966 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:43:59,966 | MainWindow | ERROR | [16:43:59] Permisos denegados - puerto ocupado
2025-07-31 16:44:01,893 | MainWindow | ERROR | Failed to open COM54: Acceso denegado.
2025-07-31 16:44:45,383 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 16:44:45,390 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 16:44:51,802 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:44:51,805 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:44:52,406 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:44:52,411 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:44:52,836 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
2025-07-31 16:44:52,839 | main.views.pnl_ctrl | DEBUG | cmd blok: ['P02:1']
2025-07-31 16:44:53,177 | main.views.pnl_ctrl | DEBUG | RX (crudo): 'P02:1\r\n'
